,surname,creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,exited
8397,Tao,630,Germany,Male,29,6,131354,1,0,1,9324,1
8398,Ma,767,Germany,Female,45,7,132746,2,1,0,26628,1
8399,Earle,543,France,Female,34,8,0,2,0,1,145601,0
8400,Kazantsev,776,France,Male,39,8,125211,2,1,0,144496,0
8401,Uspenskaya,535,Spain,Male,58,1,0,2,1,1,11779,1
8402,Coombes,549,Germany,Male,36,6,139422,1,0,0,83983,1
8403,Hopman,844,France,Female,28,4,0,2,0,1,123318,0
8404,McKay,586,Germany,Female,47,5,157099,2,1,1,65481,0
8405,Milanesi,583,France,Male,40,3,0,2,1,0,47728,0
8406,Chineze,701,Spain,Male,26,5,83600,1,0,1,59195,0
8407,Dawson,726,France,Female,37,2,0,1,0,0,98060,0
8408,Shih,829,Germany,Male,36,4,81795,2,1,0,90106,0
8409,Hughes,749,Spain,Male,38,9,129378,1,1,1,13549,0
8410,Clark,743,France,Female,46,9,0,1,1,0,113436,0
8411,Chukwuhaenye,619,Spain,Female,56,7,0,2,1,1,42442,0
8412,Wall,699,France,Male,22,9,99339,1,1,0,68297,1
8413,Howell,749,Spain,Male,36,7,0,2,0,0,80134,0
8414,Lo,600,Germany,Female,29,6,74430,2,1,1,96051,0
8415,Lazarev,760,Spain,Male,38,3,91241,1,0,1,80682,0
8416,Lowe,528,Germany,Male,32,2,99092,1,0,1,111149,0
8417,Folliero,630,France,Female,26,5,0,2,1,0,182612,0
8418,Han,683,Germany,Female,39,2,100062,2,1,0,109201,0
8419,Holloway,677,Germany,Female,26,6,98723,1,0,1,151146,0
8420,Pai,669,Spain,Male,29,9,0,1,1,1,93901,0
8421,Trejo,693,France,Male,43,6,128760,1,1,0,36342,0
8422,Johnston,612,Spain,Female,52,5,144772,1,0,0,98302,1
8423,Macknight,719,Spain,Male,44,4,0,1,0,0,84972,1
8424,Lo,702,France,Male,26,2,71281,1,1,1,108747,1
8425,Glossop,755,France,Male,29,9,117035,1,1,1,21862,0
8426,Bishop,514,France,Male,26,1,0,2,0,0,121551,0
8427,Yefremova,753,France,Female,40,0,3768,2,1,0,177065,1
8428,Obialo,548,Germany,Female,36,2,108913,2,1,1,140460,0
8429,Nkemjika,850,Germany,Male,28,2,101100,2,1,1,35337,0
8430,Trevisani,612,France,Female,38,7,110615,1,1,1,193502,0
8431,Parkes,628,Germany,Male,33,8,152143,1,1,1,32174,0
8432,Seleznyov,479,France,Male,47,6,121797,1,0,1,5811,1
8433,Naylor,724,France,Female,41,5,109798,1,0,1,149593,0
8434,Forbes,512,Germany,Male,41,7,122403,1,0,1,37439,1
8435,Douglas,638,France,Female,43,3,145860,1,1,1,142763,1
8436,Nwankwo,834,Spain,Male,40,7,0,2,0,0,45038,0
8437,Myers,781,France,Male,29,9,0,2,0,0,172097,0
8438,Rogova,707,Germany,Female,48,7,105086,1,1,1,180344,1
8439,Hsing,670,France,Male,22,2,114991,1,1,1,37392,0
8440,Giordano,663,Spain,Female,33,8,96769,1,1,1,36864,0
8441,Okwukwe,624,France,Female,23,5,0,2,0,0,132418,0
8442,Chalmers,598,France,Female,34,4,0,2,0,0,60894,0
8443,Chiazagomekpere,619,Germany,Male,23,5,132725,1,1,1,143913,0
8444,Evseyev,792,France,Female,70,3,0,2,1,1,172240,0
8445,Parry-Okeden,683,France,Female,26,7,0,2,1,0,86619,0
8446,Picot,691,France,Female,33,6,0,1,1,0,164074,0
8447,Reid,765,Spain,Female,33,5,84557,1,1,1,69039,0
8448,Ferri,508,France,Male,49,1,93817,2,1,1,132468,1
8449,Genovesi,637,France,Female,33,9,113913,1,0,1,65316,0
8450,Neumayer,667,Germany,Female,44,5,140406,2,0,1,57164,0
8451,Murray,575,Spain,Female,22,8,105229,1,1,1,34397,0
8452,Tien,744,Spain,Female,46,1,0,3,1,1,177431,1
8453,Parkes,567,France,Female,41,9,137891,1,1,0,142009,1
8454,Yip,502,France,Female,35,6,0,2,1,1,80618,0
8455,Ingle,609,France,Female,53,6,0,2,1,1,124218,0
8456,Chidubem,715,France,Male,37,9,165252,1,1,0,85286,0
8457,Lu,541,France,Male,32,8,0,2,0,0,40889,0
8458,Vorobyova,850,France,Female,71,4,0,1,1,1,107236,0
8459,Chiedozie,595,Spain,Male,23,7,0,2,1,1,168085,0
8460,Napolitani,650,Germany,Female,28,5,122034,1,0,1,146663,1
8461,Coffey,625,France,Female,44,7,0,1,1,0,4791,0
8462,Chigbogu,817,France,Male,59,1,118962,1,1,1,120819,0
8463,Akabueze,526,Spain,Male,37,2,0,1,1,0,114539,1
8464,Istomin,850,France,Female,34,4,71379,2,1,1,154000,0
8465,Ndubueze,598,France,Female,40,2,171178,1,1,0,137980,1
8466,Toscani,613,France,Male,36,9,131307,1,0,0,83343,0
8467,Ross,709,Spain,Male,62,3,0,2,1,1,82195,0
8468,Fernando,678,Spain,Female,27,5,87099,2,1,0,149550,0
8469,McClaran,720,France,Male,71,5,183135,2,1,1,197688,0
8470,Yermakova,662,France,Male,26,0,0,2,0,1,72929,0
8471,Somadina,525,France,Male,37,10,0,3,1,0,171045,1
8472,Wan,662,France,Male,31,3,0,2,0,1,27731,0
8473,Mazzi,770,France,Female,33,6,0,2,1,1,126131,0
8474,Tuan,721,Spain,Female,33,4,72535,1,1,1,103931,0
8475,Townsley,633,Germany,Male,58,2,128137,2,1,0,147635,1
8476,Yashina,701,France,Male,51,9,0,2,0,0,61961,0
8477,Henderson,556,Germany,Male,42,0,115915,2,0,1,125435,1
8479,Wright,632,France,Male,50,2,0,2,0,0,57942,0
8480,Lung,456,France,Male,29,5,107000,1,1,1,153419,0
8481,Bryant,729,Spain,Female,38,10,0,2,1,0,189727,0
8482,Madukaife,632,France,Female,34,2,0,2,0,0,165385,0
8483,Maclean,433,Spain,Male,34,9,152806,1,1,0,19687,0
8484,Abdullah,802,France,Female,60,3,92887,1,1,0,39473,1
8485,Yao,670,France,Male,25,7,0,2,1,1,144723,0
8486,Cheatham,738,Germany,Female,40,6,114940,2,1,1,194895,1
8487,Gallagher,706,France,Male,34,0,140641,2,1,1,77271,0
8488,Hao,592,Germany,Female,70,5,71816,2,1,0,105096,1
8489,Nixon,522,France,Female,41,7,0,2,0,1,176780,0
8490,Wang,746,France,Male,48,5,165282,1,1,0,153786,1
8491,Kerr,651,Spain,Male,42,2,143145,2,1,0,43612,0
8492,Romani,494,France,Male,28,9,114731,2,0,1,79479,0
8493,Lock,649,Germany,Female,46,9,113909,3,1,0,92320,1
8494,Millar,671,Germany,Male,36,2,116695,1,0,0,193201,0
8495,K'ung,696,France,Male,42,4,0,1,0,0,126353,1
8496,Onyekachi,577,Spain,Male,43,3,0,2,1,1,135008,0
8497,Somayina,587,France,Male,36,1,0,2,0,1,17135,0
8498,Dennis,712,Germany,Male,37,7,93978,2,1,0,60651,0
8499,Brown,498,Germany,Male,35,2,121968,2,0,1,188343,0
8500,Ogochukwu,660,France,Male,37,2,97324,1,1,0,23291,0
8501,Macleod,678,Spain,Male,29,6,0,2,1,0,64443,0
8502,Page,530,France,Male,37,8,0,2,1,1,287,0
8503,Barese,559,France,Female,48,2,97245,2,0,1,137961,0
8504,Agafonova,624,France,Male,42,3,145155,1,1,0,72169,1
8505,Caraway,592,France,Male,28,5,137222,1,0,0,39608,0
8506,Stevenson,767,France,Male,48,9,0,2,0,1,175458,0
8507,Duncan,653,Germany,Female,38,5,114268,2,1,1,89524,0
8508,Wang,678,Spain,Male,27,2,0,2,1,1,13221,0
8509,Kaur,586,Spain,Female,42,2,0,1,1,0,102889,0
8510,Jenkins,550,France,Female,40,8,150490,1,0,0,166468,1
8511,Edwards,643,Germany,Male,28,9,160858,2,1,0,27149,0
8512,Kelly,612,Spain,Male,39,5,97245,1,1,1,59601,0
8513,Boyle,674,Germany,Female,27,4,111568,1,0,1,22026,0
8514,Loane,657,Spain,Male,29,7,83889,1,1,0,153059,0
8515,Padovano,724,France,Female,35,0,171982,2,0,1,167313,0
8517,Robinson,688,France,Male,20,8,137624,2,1,1,197582,0
8518,Geach,599,France,Male,50,3,121159,1,0,0,4033,1
8519,Payne,631,France,Male,29,7,0,2,0,1,125877,0
8520,Chinonyelum,634,France,Male,52,1,0,2,1,1,176913,0
8521,Watkins,545,France,Male,37,3,91184,1,1,0,105476,0
8522,Page,644,Spain,Male,18,8,0,2,1,0,59172,0
8523,Genovese,690,Germany,Female,54,1,144027,1,1,1,108731,1
8524,Watson,711,France,Female,34,6,0,2,1,1,175310,0
8525,Mancini,712,France,Female,29,8,140170,1,1,1,38170,0
8526,Chibueze,627,France,Male,27,1,62092,1,1,1,105887,0
8527,Hunter,694,Spain,Male,39,3,0,1,1,1,95625,0
8528,Buchi,534,Spain,Male,35,4,0,2,0,0,9541,0
8529,Charteris,603,France,Male,45,9,0,1,0,0,148516,0
8530,Aksenov,808,France,Female,33,2,103516,1,1,0,113907,0
8531,Wright,723,Spain,Male,30,1,0,3,1,0,164647,1
8532,Lu,585,France,Female,35,2,0,2,1,0,98621,1
8533,No information avilable,706,France,Male,34,8,0,2,1,1,37479,0
8534,Hou,671,France,Female,31,6,0,2,1,1,15846,0
8536,Stephenson,646,France,Female,43,8,143061,1,1,0,61937,0
8537,Cooper,801,Spain,Female,46,6,0,2,1,1,170008,0
8538,Crump,731,Spain,Female,33,5,137388,2,1,0,165000,0
8539,Diggs,620,Germany,Female,25,1,137712,1,1,1,76197,0
8540,Shih,484,Germany,Male,40,7,97245,2,0,0,118045,0
8541,Hudson,647,Spain,Male,47,5,105603,2,1,1,157360,0
8542,Carvosso,688,Germany,Female,40,8,150679,2,0,1,196226,0
8543,Wyatt,680,Germany,Male,37,4,108300,2,0,1,44384,1
8544,Kodilinyechukwu,689,France,Female,37,7,52016,2,1,1,72993,0
8545,Vorobyova,513,Germany,Male,34,7,60515,1,0,0,124571,0
8546,Piccio,553,Germany,Male,35,2,158584,2,1,0,43640,0
8547,Hsing,689,Germany,Male,47,2,118812,2,0,0,31121,0
8548,Lucas,517,Spain,Male,46,4,0,1,1,0,22372,0
8549,T'ang,731,France,Male,37,8,0,2,1,1,170338,0
8550,North,687,Germany,Female,47,1,91219,1,0,0,158845,1
8551,Thompson,507,Spain,Male,32,7,0,2,1,0,67926,0
8552,Simpson,468,France,Female,22,1,76318,1,1,1,194783,0
8553,Nwora,682,Spain,Female,58,4,0,1,1,0,176036,0
8554,Chandler,603,France,Female,24,3,0,1,1,1,198826,1
8555,Uspensky,522,Germany,Male,37,1,111432,1,1,1,168683,0
8556,Ferguson,629,Spain,Male,41,10,150148,1,0,0,6936,0
8557,Kerr,729,France,Female,32,7,38550,1,0,1,179230,0
8558,Furneaux,574,France,Female,39,5,119013,1,1,0,103421,0
8559,Kambinachi,677,Germany,Female,39,0,111213,2,1,1,147578,0
8560,Black,627,Germany,Male,28,5,71097,1,1,1,130504,0
8561,Chizoba,788,Spain,Male,36,10,109632,1,1,1,16149,0
8562,Peng,697,France,Male,63,7,148368,1,0,0,118862,1
8563,Leach,578,France,Male,45,1,148600,1,1,0,143397,1
8564,Chiazagomekpele,519,France,Male,48,10,71083,1,1,0,137959,0
8565,Nickson,632,France,Female,40,9,139625,1,1,0,93702,1
8566,Lin,679,France,Female,39,4,0,1,0,0,172939,1
8567,Alexeieva,699,France,Male,30,9,97245,1,1,1,108162,0
8568,Sykes,615,France,Male,64,0,81564,2,0,1,35896,0
8569,Martin,622,Spain,Male,36,9,0,2,1,1,104852,0
8570,Herz,755,France,Female,28,7,124540,1,0,1,188850,0
8573,Highett,633,France,Female,26,8,124281,1,1,1,60116,0
8574,Jackson,717,France,Female,59,4,0,2,1,1,170528,0
8575,Ball,585,Spain,Male,45,0,0,2,0,0,189683,0
8576,Nelson,751,France,Female,37,9,183613,2,0,0,49734,0
8577,Woronoff,754,Germany,Male,65,1,136186,1,1,1,121529,1
8578,Morrison,495,France,Male,47,10,137682,1,1,0,71071,0
8579,Smith,650,France,Male,34,4,106005,1,0,1,142995,0
8580,Rendall,529,France,Female,31,6,152310,1,1,0,13054,0
8581,McIntyre,585,France,Female,43,2,0,2,1,0,89402,0
8582,Wei,668,Spain,Male,32,1,97245,1,0,1,111241,0
8583,Allardyce,591,France,Female,38,2,142289,1,0,1,119638,0
8584,Cremonesi,731,France,Male,19,6,0,2,1,1,151581,0
8585,Weatherford,754,France,Female,45,6,0,1,1,0,73881,1
8586,Jen,650,Germany,Female,46,9,149003,2,1,0,176902,0
8587,Macleod,588,Germany,Male,41,2,131341,2,0,1,7034,0
8588,Mironova,712,Spain,Female,29,7,77919,1,1,0,122547,0
8589,Sharpe,691,France,Female,34,7,0,2,0,1,161559,0
8590,Osborne,771,France,Female,41,10,108309,4,1,1,137510,1
8591,Chu,678,Spain,Female,39,6,0,1,0,1,185366,0
8592,Chong,719,France,Female,40,9,0,2,1,0,182224,0
8593,Alvarez,610,Germany,Male,36,7,115462,1,0,1,42581,0
8594,Palerma,722,Spain,Male,37,9,0,1,1,0,31921,0
8595,Chiemenam,758,Germany,Female,23,5,122739,1,1,0,102460,1
8596,Pritchard,709,France,Female,32,2,0,1,0,0,109681,0
8597,Wallis,634,Germany,Female,53,3,113781,2,1,1,106345,1
8598,Palerma,678,Spain,Female,49,1,0,2,1,1,102472,0
8599,Hill,633,France,Male,35,3,97245,2,1,1,36249,0
8600,Hudson,710,France,Male,43,9,128284,1,1,0,32996,1
8601,Chung,640,Germany,Male,45,8,120591,1,0,0,195123,0
8602,Zhdanova,656,France,Male,63,8,0,2,0,1,57014,0
8603,Fraser,551,France,Female,59,2,166968,1,1,0,159483,1
8604,Meng,786,Spain,Female,39,7,0,2,0,0,100929,0
8606,Rawlings,807,Spain,Male,42,5,0,2,1,1,74900,0
8607,Jen,602,Germany,Male,38,2,71667,2,0,0,137111,0
8608,Chien,727,Germany,Female,31,3,82729,2,1,0,60212,0
8609,Gorbunov,678,France,Male,40,1,0,2,1,1,187343,0
8610,Lucas,730,France,Male,23,8,0,2,1,0,183284,0
8611,Young,596,Spain,Female,30,1,0,2,1,0,8125,0
8612,Colombo,686,France,Male,39,3,129626,1,1,1,103220,0
8613,Tsao,684,Germany,Female,26,2,114035,1,0,0,96885,0
8614,Lewis,797,Germany,Male,32,1,151922,1,1,0,8877,0
8615,Hussain,658,France,Female,39,4,0,1,1,1,147530,0
8616,Anderson,653,Spain,Female,27,6,107751,2,1,1,33389,0
8617,Ulyanov,641,France,Male,37,6,0,2,1,0,45309,0
8618,Shaw,656,Spain,Female,41,6,101179,2,1,1,35230,0
8619,Lucciano,750,Spain,Female,36,6,0,2,1,1,59816,0
8620,Gordon,768,France,Female,40,8,0,2,0,1,69080,0
8621,Woodward,568,France,Male,33,7,0,2,1,0,143450,0
8622,Cunningham,706,Germany,Male,36,9,58571,2,1,0,40774,0
8623,Boni,430,Germany,Female,38,8,153058,1,1,0,99377,0
8624,Truscott,745,Germany,Male,35,4,98270,1,1,0,133617,0
8625,Ginikanwa,747,France,Male,43,1,130788,1,0,1,101495,1
8626,Bailey,657,Germany,Male,40,7,99165,1,0,1,119333,1
8627,Hutchinson,639,France,Female,42,4,0,2,0,0,167682,0
8628,Maclean,704,France,Male,44,3,0,2,0,1,152884,0
8629,Chiang,651,Spain,Male,37,4,115636,2,1,0,70400,0
8630,Willmore,706,Germany,Female,44,2,185932,2,1,0,65413,0
8631,Godson,632,Germany,Male,30,2,72549,2,0,1,182728,0
8632,Smith,751,France,Male,42,4,0,2,1,1,81442,0
8633,Bitter,767,France,Female,35,2,0,2,0,0,144251,0
8634,Ts'ao,741,France,Male,39,5,0,1,0,1,40207,0
8635,Chialuka,651,Germany,Male,29,3,121890,1,1,0,54530,1
8636,Scott,601,France,Male,46,2,99786,1,1,1,32683,1
8637,Feng,520,France,Male,34,3,0,2,1,1,104703,0
8638,Castiglione,626,Germany,Male,27,4,115084,2,0,1,26907,0
8639,He,811,France,Male,30,6,0,2,1,1,180591,0
8640,Fanucci,730,France,Female,32,9,127661,1,0,0,60905,0
8641,Ginikanwa,604,Germany,Female,47,4,118907,1,0,1,47777,1
8642,Manning,499,Germany,Female,44,6,77627,2,1,0,108222,0
8643,Forlonge,754,Spain,Male,40,2,160625,1,0,1,3554,0
8644,Liang,716,Spain,Female,29,8,0,2,0,0,78616,0
8645,Uchechukwu,636,France,Female,20,10,124266,1,0,0,100566,0
8646,Sung,470,France,Female,25,8,127974,2,1,1,183259,0
8647,Tochukwu,444,France,Male,43,3,0,2,1,1,159131,0
8648,Reyna,809,Spain,Female,48,2,0,1,1,0,160976,1
8649,Liang,850,Germany,Female,30,3,104911,2,1,1,42933,0
8650,Unwin,637,France,Male,27,1,0,2,1,0,91291,0
8651,Rutherford,512,France,Male,43,1,0,2,1,1,52471,0
8652,Howe,774,Spain,Female,43,1,110646,1,0,0,108804,0
8653,Tran,641,France,Male,57,5,0,2,1,1,122449,0
8654,Thompson,586,Germany,Male,42,6,126704,2,1,0,41682,0
8655,Linger,611,France,Male,30,9,0,2,1,1,148887,0
8656,Johnston,660,Spain,Male,31,1,84560,1,1,1,137784,0
8657,Udokamma,532,France,Male,43,9,0,2,0,0,190573,1
8658,Barrera,557,Germany,Female,38,2,129893,1,0,0,102076,0
8659,Sutherland,730,Spain,Male,25,5,167385,1,1,1,56307,0
8660,Bednall,535,France,Female,27,6,0,2,0,1,49775,0
8661,Otoole,773,Germany,Female,36,4,105858,1,0,1,4395,0
8662,Cremonesi,510,Germany,Female,44,4,123070,1,1,0,28461,1
8663,Hamilton,539,France,Female,39,1,0,1,1,1,28184,0
8664,Donaldson,690,Spain,Female,48,2,0,2,1,1,3149,0
8665,McKay,821,France,Female,40,1,0,2,1,0,194273,0
8666,Black,687,Germany,Male,35,1,125141,2,1,1,148537,0
8667,Kane,557,France,Female,46,4,96173,2,1,1,116378,0
8668,She,532,Spain,Female,37,5,0,2,0,1,6761,0
8669,Bruno,540,Spain,Male,39,2,0,2,1,0,81995,0
8670,Watson,705,France,Female,55,8,0,2,1,1,14392,0
8671,Shih,542,Germany,Female,35,9,127543,2,1,0,468,1
8672,Rose,706,France,Male,38,1,0,2,1,0,122379,0
8673,Zikoranachukwudimma,765,France,Female,56,1,0,1,1,0,13228,1
8674,Cole,529,France,Male,67,8,103101,2,1,1,154002,1
8675,Isaacs,714,France,Male,54,7,126113,1,1,0,112777,0
8676,Muravyova,582,France,Male,41,1,40488,1,1,0,128528,0
8677,Timperley,609,Germany,Male,40,10,137389,2,1,0,170122,0
8678,Kenechukwu,518,France,Female,28,9,85146,1,0,0,2803,0
8679,He,791,Germany,Male,35,5,129828,1,1,1,181918,1
8680,Storey,747,France,Male,42,4,80214,1,1,0,115241,1
8681,Onyekachukwu,565,France,Female,40,2,0,1,1,1,129956,0
8682,Kharlamova,735,France,Male,34,1,141796,1,1,0,45858,0
8683,Christopher,697,France,Female,49,7,195238,4,0,1,131083,1
8684,Lombardo,813,Germany,Male,27,6,111348,1,1,0,46422,0
8685,Kerr,772,France,Male,43,6,0,2,1,1,57675,0
8686,Duncan,606,France,Female,71,8,0,2,1,1,169741,0
8687,Lawley,667,Germany,Female,42,10,64404,2,0,0,26022,0
8688,Burns,637,Germany,Male,40,9,154309,1,1,1,125334,1
8689,Whitson,542,France,Male,67,10,129431,1,0,1,21343,0
8690,Doyne,762,Spain,Female,43,5,134204,1,1,1,139971,0
8691,Pinto,698,France,Male,39,4,0,2,0,1,47455,0
8692,Chin,850,France,Female,32,8,0,2,1,1,55593,0
8693,Davide,621,France,Female,50,5,0,2,1,0,191756,1
8694,Torres,671,Germany,Female,48,9,116711,2,0,0,76373,0
8695,Buccho,775,France,Male,31,9,0,2,1,0,169278,0
8696,Greece,504,Spain,Male,34,0,54980,1,1,1,136909,0
8697,Wimble,751,Spain,Female,37,3,99773,2,1,0,54865,0
8698,Pirozzi,691,Germany,Male,30,7,101231,2,0,0,156529,0
8699,Hsiung,841,Germany,Male,32,2,117070,1,1,0,113482,0
8700,Obioma,709,Germany,Male,23,8,73314,2,1,0,63446,0
8701,Onio,673,France,Male,37,2,0,1,1,1,13624,0
8702,Udinesi,541,France,Male,37,9,212314,1,0,1,148814,0
8703,Fermin,649,France,Female,31,3,136067,2,1,0,65567,0
8704,Moss,784,Spain,Female,42,2,109052,2,1,0,6409,0
8705,Docherty,742,France,Female,35,2,79126,1,1,1,126997,0
8706,Marcelo,850,Spain,Female,55,7,0,1,0,0,171762,1
8707,Fadden,443,France,Female,35,9,108308,1,1,0,129031,1
8708,Zox,778,Germany,Female,48,3,102290,2,1,0,182691,0
8709,Otitodilinna,529,France,Male,39,6,102025,1,1,0,12351,0
8710,Kennedy,678,Germany,Female,37,2,113383,1,1,1,135123,0
8711,Tu,516,Spain,Female,65,9,102541,1,1,0,181490,0
8712,Barnes,469,Spain,Male,35,5,0,2,1,0,186490,0
8713,Bibi,786,Spain,Male,40,6,0,2,0,0,41248,0
8714,No information avilable,703,France,Female,41,6,109941,1,1,0,116267,0
8715,Landseer,579,Germany,Male,41,0,141749,1,0,1,9201,0
8717,Ch'iu,443,France,Male,44,2,0,1,1,0,159165,0
8718,Vinogradova,589,France,Male,37,7,85146,2,1,0,86490,1
8719,Jenks,691,France,Female,44,6,134066,2,1,1,197572,0
8720,Crace,711,France,Female,28,8,0,2,0,0,105159,0
8721,Packham,775,Spain,Male,27,4,0,1,1,1,40807,0
8722,T'ien,621,France,Male,35,7,87619,1,1,0,143,0
8723,Onyekachi,350,France,Male,51,10,0,1,1,1,125823,1
8724,Solomina,668,France,Female,30,8,0,2,1,0,138465,0
8725,Hawes,633,Spain,Male,37,3,0,2,1,0,44008,0
8726,Benson,697,Germany,Male,43,8,103409,1,1,0,66893,1
8727,Emenike,734,Germany,Female,30,7,123040,1,1,1,76503,0
8728,Nero,434,France,Male,41,4,108128,1,0,1,56784,0
8729,Toscano,646,Germany,Male,48,8,169023,2,1,1,175657,0
8730,Yang,764,France,Male,30,5,0,2,0,1,105155,0
8731,Palerma,727,Spain,Female,41,10,0,2,0,1,47468,0
8732,Trentini,724,France,Female,29,6,0,2,0,1,64729,0
8733,Haddon,749,Spain,Male,42,9,222267,1,0,0,101108,1
8734,Coates,706,Germany,Female,47,10,144090,1,1,0,140938,1
8735,Castiglione,728,France,Male,30,10,114835,1,0,1,37662,0
8736,Stone,636,France,Male,44,2,0,2,0,0,86414,0
8737,Maynard,634,France,Male,34,3,145030,1,1,1,41820,0
8738,Moore,627,France,Male,43,8,71240,1,0,1,127734,0
8739,Obielumani,518,France,Male,59,5,138772,1,0,1,123872,0
8740,Harding,687,Spain,Female,29,7,93617,1,0,1,113050,0
8741,Hill,622,Spain,Male,23,8,0,2,1,1,131389,0
8742,Brown,693,Spain,Female,45,4,0,2,1,1,26589,0
8743,Pagnotto,450,Spain,Male,25,9,74237,2,0,1,195463,0
8745,Tan,663,Spain,Female,28,8,61274,2,1,0,136054,0
8746,Hammond,660,France,Male,34,8,106486,2,0,1,182262,0
8747,Chung,579,France,Female,29,10,73194,2,1,1,129209,0
8748,Houghton,655,Germany,Female,44,6,146498,1,1,0,64853,1
8749,Chia,683,France,Male,47,1,0,2,1,0,148989,0
8750,Zikoranachidimma,655,France,Female,32,2,0,1,1,1,71047,0
8751,Boag,575,Spain,Female,37,8,0,2,1,0,185341,0
8752,Pagnotto,574,Spain,Male,30,5,120355,1,1,0,137793,0
8753,Oluchukwu,795,France,Male,32,2,97245,1,1,1,198317,0
8754,Baxter,776,France,Female,43,4,0,2,0,1,162137,0
8755,Tien,707,Spain,Female,52,7,0,1,1,0,109688,1
8756,Chimezie,705,Germany,Female,37,3,109974,1,1,1,36320,1
8757,Slone,678,Germany,Female,44,2,98009,2,0,1,31384,0
8758,Martin,663,France,Male,34,10,0,1,1,1,114083,0
8759,Loggia,748,France,Male,66,8,0,1,1,1,163331,0
8760,Hartley,677,Spain,Female,34,10,171671,1,1,1,50777,0
8761,Parkin,634,Spain,Male,63,10,0,2,1,0,30772,1
8762,Lin,350,France,Female,60,3,0,1,0,0,113796,1
8763,Brooks,727,France,Male,61,0,128213,2,1,1,188729,1
8764,Tien,773,Germany,Male,51,8,116197,2,1,1,86701,0
8765,Dann,675,France,Male,39,1,0,2,1,0,153129,0
8766,Trentino,649,Spain,Female,36,6,86607,1,0,0,19825,0
8768,Christie,761,Germany,Male,62,5,98854,1,0,0,86920,1
8769,Ross,622,France,Male,31,7,0,1,1,0,35408,0
8770,Nnonso,615,France,Male,59,8,0,2,1,1,165576,0
8771,Teng,681,Germany,Male,31,4,97338,2,0,0,48226,0
8772,Buccho,768,France,Male,30,6,0,2,1,1,199454,0
8773,Madukaife,617,Spain,Male,34,9,0,2,1,0,118749,0
8774,Dunn,452,France,Male,33,6,131698,2,1,0,151623,0
8775,Hooker,807,Germany,Male,37,10,130110,2,0,1,172097,0
8776,Griffin,567,Spain,Male,44,9,0,2,1,0,87677,0
8777,Kistler,603,Spain,Male,24,1,165149,2,1,0,21858,0
8778,Law,617,Spain,Female,37,9,101707,1,1,0,123866,0
8779,Grigoryeva,701,France,Female,34,3,105588,1,0,1,74694,0
8780,Chu,820,Germany,Male,39,9,111336,1,1,0,16770,1
8781,Onyemachukwu,438,France,Male,60,7,78391,1,0,1,49424,0
8782,Lu,600,Spain,Male,27,6,0,2,1,1,172031,0
8783,Watson,782,France,Male,34,9,0,1,1,0,183021,1
8784,Fallaci,638,Germany,Female,41,9,144326,1,1,0,73979,1
8785,Ni,850,Germany,Male,27,1,101278,2,1,1,26265,0
8786,Leason,741,Germany,Female,19,8,108711,2,1,0,24857,0
8787,Tsai,689,Spain,Male,73,1,108555,1,0,1,167969,0
8788,Bruner,743,Germany,Female,35,1,146781,1,1,0,189307,0
8789,Wallace,493,France,Female,36,2,97245,2,0,1,99770,0
8790,Young,416,Spain,Male,35,8,0,1,0,0,119712,0
8791,Forbes,725,France,Female,25,9,97245,2,1,1,168607,0
8793,Pugh,537,Germany,Male,66,8,103291,2,1,1,130664,0
8794,Webb,706,Spain,Female,29,1,209490,1,1,1,133267,1
8795,Walker,651,Spain,Male,38,2,0,3,1,0,67029,1
8796,Cox,720,France,Male,33,2,0,2,0,1,141031,0
8797,Maclean,797,France,Male,45,8,97245,1,0,0,125110,0
8798,Hollis,543,Spain,Male,23,5,0,2,1,0,117832,0
8799,Jamieson,454,France,Male,34,4,0,2,1,0,198817,0
8800,Su,691,France,Male,37,9,149405,1,1,1,146411,0
8801,P'eng,510,France,Female,52,6,191665,1,1,1,131312,1
8802,Hawkins,792,Spain,Female,40,7,0,1,1,0,141652,0
8803,Ndubuagha,721,France,Male,41,6,135071,1,1,1,64477,0
8804,Hill,765,France,Male,41,2,0,1,0,1,191215,0
8805,Norton,850,Spain,Male,39,8,0,2,1,1,37090,0
8806,Achebe,681,Germany,Male,38,6,181804,2,1,1,57517,0
8807,Simpson,586,France,Female,60,3,47020,2,0,1,63241,1
8808,Chiang,753,France,Female,36,7,128518,1,1,1,44567,1
8809,Dalrymple,593,Germany,Female,38,5,142658,2,0,1,135337,0
8810,Chukwuemeka,674,France,Female,21,9,120150,2,1,1,33964,0
8811,Ojiofor,610,France,Female,35,7,81905,1,1,1,61623,0
8812,Rubeo,652,France,Male,26,3,137998,2,0,1,168989,0
8813,Fanucci,850,Germany,Female,26,8,123126,1,1,0,74425,0
8814,Zubarev,740,France,Female,51,4,0,2,1,1,178929,0
8815,T'ao,637,Germany,Male,43,1,135645,2,0,1,101382,1
8816,Pai,685,Spain,Male,31,7,122449,2,1,1,180769,0
8817,Udegbunam,558,Spain,Male,40,4,161766,1,0,0,92378,0
8818,Claypool,677,France,Female,37,3,0,2,1,1,38252,0
8819,Manfrin,592,Germany,Male,36,10,123187,1,0,1,146111,0
